Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,2300000,3,2,165,No,2,Cash,Unknown ,6th of October
Apartment,7350000,2,3,183,No,3,Cash,Finished,Sheikh Zayed
Apartment,3000000,3,2,103,No,4,Cash,Finished,Madinaty
Apartment,1600000,3,2,165,No,4,Cash or Installment,Semi Finished,Green Yard
Apartment,4777800,2,2,131,No,2,Cash or Installment,Unknown ,Badya Palm Hills
Apartment,1200000,2,1,120,No,12,Cash,Finished,Maamoura
Apartment,2700000,3,2,160,No,1,Cash,Unknown ,El Khamayel
Apartment,3500000,3,3,205,No,1,Cash,Semi Finished,6th of October
Apartment,490000,3,3,160,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,5400000,3,3,191,Unknown,2,Installment,Unknown ,The Brooks
Apartment,650000,3,3,240,No,4,Cash or Installment,Not Finished,Bloomfields
Apartment,1400000,3,2,115,No,3,Cash,Finished,Maamoura
Apartment,2700000,3,2,200,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2200000,4,3,195,No,1,Cash,Semi Finished,Ashgar City
Apartment,1567500,3,2,165,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,250000,2,1,106,No,12,Installment,Semi Finished,New Heliopolis
Apartment,2400000,3,2,150,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,4260000,2,2,135,No,12,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,960000,3,2,96,Unknown,5,Cash,Finished,Aeon
Apartment,6950000,3,2,180,Unknown,2,Unknown,Finished,Fifth Square
Apartment,4663000,3,3,155,No,2,Installment,Semi Finished,Taj City
Apartment,1450000,2,2,120,Unknown,2,Cash,Unknown ,Kafr Abdo
Apartment,4000000,4,3,350,No,3,Cash,Unknown ,Nasr City
Apartment,1600830,3,2,170,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,1500000,2,2,171,No,2,Installment,Finished,Badya Palm Hills
Apartment,1867000,3,3,153,Unknown,2,Cash or Installment,Finished,El Karma
Studio,1200000,1,1,25,Yes,6,Cash or Installment,Finished,New Capital City
Apartment,3895000,4,3,253,No,3,Cash or Installment,Semi Finished,Beit Al Watan
Apartment,2900010,1,1,74,No,12,Installment,Semi Finished,Beverly Hills
Apartment,977920,4,4,252,No,2,Installment,Finished,Badya Palm Hills
Apartment,6123701,2,3,135,No,2,Cash or Installment,Finished,Badya Palm Hills
Apartment,1700000,3,2,140,Unknown,11,Cash,Unknown ,Smoha
Apartment,1500000,2,2,135,No,4,Cash,Finished,6th of October
Apartment,400000,3,2,119,Unknown,2,Installment,Finished,Ashgar City
Apartment,2000000,3,2,178,No,2,Cash or Installment,Semi Finished,AZAD
Apartment,2550000,3,3,250,No,1,Cash,Semi Finished,Shorouk City
Apartment,1115000,3,3,169,No,2,Cash,Semi Finished,Sheikh Zayed
Apartment,2200000,3,2,140,No,4,Cash or Installment,Finished,Madinaty
Apartment,710000,3,1,177,No,1,Cash or Installment,Finished,Badya Palm Hills
Apartment,510000,3,2,149,Unknown,12,Cash or Installment,Semi Finished,Rehab City
Apartment,5000000,3,3,280,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,1930000,2,1,99,No,1,Installment,Semi Finished,Murooj
Apartment,420000,3,1,130,No,1,Cash or Installment,Finished,Nakheel
Apartment,6000000,3,3,193,No,2,Cash or Installment,Unknown ,Sun Capital
Apartment,746100,4,3,210,No,1,Cash or Installment,Semi Finished,El Khamayel
Apartment,335000,2,1,120,No,2,Installment,Finished,Nakheel
Apartment,420000,2,2,140,No,12,Cash,Finished,Nakheel
Apartment,980000,3,2,140,No,3,Cash,Unknown ,Hadayek al-Ahram
Apartment,1776500,3,3,187,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,729000,3,2,140,No,4,Cash or Installment,Finished,Madinaty
Apartment,1700000,3,2,200,Unknown,12,Cash,Finished,6th of October
Studio,2684766,1,1,80,No,2,Installment,Semi Finished,Taj City
Apartment,1665000,1,1,68,No,13,Cash or Installment,Unknown ,Kenz
Apartment,,3,3,146,No,2,Cash or Installment,Core & Shell,Mountain View iCity
Apartment,1000000,2,2,131,Unknown,1,Installment,Not Finished,New Cairo - El Tagamoa
Apartment,1250000,3,3,195,No,5,Installment,Finished,Badya Palm Hills
Apartment,1955000,3,3,148,No,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,6800000,3,3,188,Unknown,2,Unknown,Unknown ,Sky Condos Sodic
Apartment,2507000,2,1,120,No,1,Cash or Installment,Not Finished,Mostakbal City
Apartment,1050000,3,3,176,No,12,Cash or Installment,Finished,Fifth Square
Apartment,6200000,4,5,400,No,8,Cash,Finished,Dokki
Apartment,7300000,3,3,205,No,2,Cash,Finished,Sodic Westown
Penthouse,6620000,4,4,220,No,13,Cash or Installment,Semi Finished,Stone Residence
Apartment,6630000,4,4,180,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,5200000,3,3,260,No,6,Unknown,Unknown ,Nasr City
Apartment,500000,3,2,150,No,2,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2445000,3,3,151,Unknown,3,Installment,Semi Finished,New Capital City
Apartment,990000,2,1,92,Unknown,3,Installment,Finished,New Heliopolis
Apartment,10000000,3,3,190,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,2500000,3,3,230,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,890000,5,2,280,Unknown,6,Cash or Installment,Finished,Nakheel
Apartment,1750000,2,1,116,No,10,Cash,Finished,Sidi Gaber
Apartment,3000000,4,3,217,No,2,Cash,Semi Finished,6th of October
Apartment,1600000,3,3,200,No,1,Cash,Semi Finished,6th of October
Apartment,1650000,2,1,120,No,12,Cash,Finished,Roushdy
Apartment,3500000,3,3,175,No,4,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2100350,2,1,102,No,3,Installment,Semi Finished,Ashgar City
Apartment,1953000,3,3,186,No,1,Cash or Installment,Semi Finished,6th of October
Duplex,6000000,3,3,208,Unknown,2,Cash,Finished,6th of October
Apartment,2700000,2,2,100,No,3,Cash or Installment,Semi Finished,6th of October
Penthouse,3500000,3,3,190,No,3,Cash or Installment,Semi Finished,Rock Eden
Apartment,310000,2,1,105,No,1,Cash,Finished,Nakheel
Apartment,2200000,3,2,170,No,2,Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,2760000,4,3,240,Unknown,1,Unknown,Semi Finished,Sheikh Zayed
Apartment,4545650,4,3,234,No,1,Installment,Semi Finished,6th of October
Apartment,1500000,3,2,165,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,800000,2,1,70,No,2,Cash,Finished,New Cairo - El Tagamoa
Apartment,6000000,3,3,160,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,1990000,3,3,180,No,5,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,1350000,3,1,12,No,3,Unknown,Finished,Gianaclis
Apartment,3500000,3,1,170,No,12,Cash,Finished,Maadi
Apartment,1400000,3,2,195,No,3,Cash or Installment,Finished,Badya Palm Hills
Penthouse,9500000,4,3,287,Unknown,4,Unknown,Unknown ,Sky Condos Sodic
Apartment,1250000,3,1,130,No,2,Cash,Finished,Sidi Beshr
Apartment,4052100,2,2,125.5,No,2,Cash or Installment,Core & Shell,Badya Palm Hills
Apartment,950000,3,3,195,Unknown,12,Cash or Installment,Unknown ,EL Patio Casa
Apartment,740000,2,1,74,No,1,Installment,Finished,Madinaty
Apartment,2200000,3,2,180,No,9,Cash,Finished,Heliopolis
Apartment,2700000,2,3,140,No,11,Cash,Finished,Saba Pasha
Apartment,7100000,3,2,180,No,3,Cash,Finished,Fifth Square
Apartment,4800000,3,3,230,Unknown,7,Unknown,Unknown ,Roushdy
Apartment,3570000,4,3,230,No,1,Cash or Installment,Semi Finished,Beit Al Watan
Apartment,480000,3,1,115,Unknown,2,Cash or Installment,Finished,Nakheel
Apartment,1700000,3,1,120,No,6,Cash,Finished,Moharam Bik
Apartment,1300000,2,1,85,No,11,Cash,Finished,Al Ibrahimiyyah
Duplex,3138000,3,2,290,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1600000,3,2,130,No,2,Cash,Finished,Dar Misr
Apartment,3100000,3,2,175,No,7,Cash,Finished,Smoha
Apartment,5323000,3,3,169,Unknown,1,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,640000,3,3,190,Unknown,2,Installment,Semi Finished,6th of October
Studio,360000,1,1,72,Unknown,12,Cash or Installment,Finished,Hyde Park New Cairo
Apartment,2500000,3,2,248,No,11,Cash,Finished,Asafra
Duplex,1050000,4,3,260,No,12,Cash,Not Finished,Hadayek 6th of October
Apartment,4800000,3,3,155,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,5222000,2,2,123,No,3,Installment,Finished,Village West
Apartment,2400000,3,3,168,No,7,Cash,Finished,Smoha
Apartment,450000,3,2,175,Unknown,2,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1470000,3,2,145,No,1,Cash,Unknown ,6th of October
Apartment,3200000,3,2,281,No,8,Cash,Finished,Terrace Smouha
Apartment,860000,3,2,140,No,1,Installment,Finished,Madinaty
Apartment,2376000,3,2,176,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Penthouse,3600000,2,2,125,No,3,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,3000000,3,3,150,Yes,2,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,4600000,3,3,235,Unknown,7,Unknown,Unknown ,Laurent
Apartment,550000,2,1,85,Unknown,10,Cash,Finished,Miami
Apartment,4420000,3,3,135,No,2,Installment,Semi Finished,Sheikh Zayed
Apartment,3000000,2,1,105,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,3100000,3,2,180,Unknown,11,Unknown,Unknown ,Sporting
Apartment,4520000,3,3,195,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,8000000,4,3,242,No,2,Installment,Unknown ,Joulz
Apartment,450000,3,3,136,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Duplex,560450,4,4,229,Unknown,1,Cash or Installment,Finished,O West
Apartment,1850000,3,2,154,No,1,Cash,Finished,Smoha
Apartment,3600000,3,3,240,No,11,Cash,Finished,Al Manial
Apartment,6200000,3,3,198,No,12,Cash,Finished,Rehab City
Apartment,9500000,3,3,278,Unknown,2,Unknown,Finished,Eastown
Apartment,680000,3,3,184,Unknown,4,Cash or Installment,Unknown ,Palm Hills New Cairo
Duplex,6820000,3,2,272,No,12,Cash,Semi Finished,ABHA
Apartment,1900000,3,1,145,No,10,Cash,Finished,Smoha
Apartment,700000,2,1,120,No,1,Cash,Unknown ,New Nozha
Duplex,14000000,4,4,320,Unknown,12,Unknown,Unknown ,Uptown Cairo
Apartment,1950000,2,2,135,No,4,Cash,Finished,Glim
Apartment,806943,3,3,186,No,2,Installment,Finished,Badya Palm Hills
Duplex,1485000,3,3,270,No,12,Installment,Semi Finished,6th of October
Apartment,13000000,3,3,252,No,2,Installment,Finished,Swan Lake
Apartment,2500000,3,2,165,No,4,Cash,Finished,Nasr City
Apartment,235000,3,2,147,Unknown,2,Cash or Installment,Finished,New Capital City
Apartment,560000,2,2,135,No,8,Installment,Finished,Haram
Apartment,1964400,3,3,160,Unknown,7,Cash,Not Finished,New Capital City
Apartment,4700000,3,3,145,No,12,Cash or Installment,Semi Finished,El Khamayel
Apartment,1890000,3,3,180,No,5,Cash or Installment,Semi Finished,6th of October
Apartment,2100000,3,2,200,No,1,Cash,Unknown ,Nasr City
Apartment,8000000,3,3,212,Unknown,1,Unknown,Finished,Sodic Westown
Apartment,4053000,3,2,168,Unknown,3,Installment,Semi Finished,New Capital City
Apartment,6000000,3,3,180,No,4,Cash,Semi Finished,Mountain View iCity
Apartment,18000000,3,5,243,Unknown,2,Unknown,Finished,New Cairo - El Tagamoa
Apartment,2771000,3,3,167,No,12,Cash,Semi Finished,Kenz
Apartment,3910000,3,3,161,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,3200000,3,3,143,Unknown,2,Cash or Installment,Unknown ,The Brooks
Apartment,5899550,3,3,146,No,3,Cash or Installment,Finished,Capital Heights 2
Apartment,5500000,3,2,185,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,400000,3,2,140,No,2,Cash or Installment,Unknown ,6th of October
Apartment,7000000,3,3,191,Unknown,2,Unknown,Semi Finished,Eastown
Apartment,2600000,3,2,145,Yes,5,Cash,Finished,New Cairo - El Tagamoa
Duplex,4500000,3,4,210,Yes,4,Cash,Finished,Mohandessin
Apartment,3000000,4,3,252,No,8,Installment,Finished,Badya Palm Hills
Apartment,926200,4,3,210,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,360000,3,1,115,No,8,Cash,Finished,Nakheel
Apartment,5000000,3,3,270,Unknown,8,Cash,Finished,Stanley
Apartment,1169000,2,1,85,No,2,Installment,Semi Finished,Sarayat El Kattameya
Apartment,2370000,1,1,80,Unknown,1,Unknown,Unknown ,Sheikh Zayed
Apartment,580000,2,1,105,No,12,Cash,Unknown ,Haram
Apartment,295000,2,1,100,No,3,Cash,Finished,Nakheel
Apartment,3000000,2,2,230,Unknown,7,Cash,Finished,Laurent
Apartment,650000,3,1,110,No,9,Cash,Finished,Giza District
Apartment,365000,2,1,120,No,8,Cash or Installment,Finished,Nakheel
Apartment,8100000,4,3,235,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,2000000,3,2,185,No,2,Cash or Installment,Not Finished,6th of October
Apartment,440000,3,1,120,Unknown,4,Cash,Finished,Nakheel
Apartment,1582941,1,1,89,No,13,Cash or Installment,Unknown ,Kenz
Apartment,4680000,3,2,180,No,11,Installment,Finished,Moharam Bik
Apartment,699000,3,2,160,No,2,Cash,Unknown ,Giza District
Apartment,850000,2,1,120,No,12,Cash or Installment,Finished,Obour City
Apartment,800000,3,2,145,No,2,Cash or Installment,Not Finished,Badr City
Apartment,1400000,2,1,110,No,1,Cash,Finished,Sheikh Zayed
Apartment,1300000,3,2,140,Unknown,2,Unknown,Semi Finished,Mena Garden City
Apartment,500000,3,1,140,No,1,Cash or Installment,Unknown ,6th of October
Apartment,380000,2,1,220,No,5,Cash,Finished,Nakheel
Apartment,900000,3,2,135,No,3,Cash,Core & Shell,Hadayek 6th of October
Apartment,362000,3,2,139,No,2,Installment,Semi Finished,Ashgar City
Apartment,8500000,3,3,190,Unknown,4,Unknown,Unknown ,Sheikh Zayed
Studio,1475000,1,1,64,No,5,Cash or Installment,Not Finished,Taj City
Apartment,4000000,3,3,169,No,3,Installment,Finished,Al Maqsad
Apartment,350000,3,3,147,No,2,Cash or Installment,Unknown ,Madinaty
Penthouse,1000000,4,3,231,Unknown,4,Unknown,Unknown ,Sheikh Zayed
Apartment,1200000,3,2,200,No,8,Cash,Unknown ,Maryotaya
Apartment,5072000,3,4,199,No,5,Cash or Installment,Semi Finished,Hyde Park New Cairo
Apartment,3500000,2,2,143,No,8,Cash,Finished,Roushdy
Apartment,2000000,3,2,240,No,2,Cash,Finished,6th of October
Studio,3000000,1,2,76,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,7480000,3,2,188,No,1,Cash or Installment,Unknown ,Agami
Apartment,500000,2,2,135,No,12,Cash or Installment,Not Finished,Taj City
Apartment,2450000,3,2,206,No,2,Cash,Finished,6th of October
Apartment,750000,3,1,120,Yes,8,Cash,Finished,Agami
Apartment,5530000,2,2,112,No,12,Cash or Installment,Finished,Sheikh Zayed
Apartment,2500000,4,3,200,No,1,Cash or Installment,Finished,Sheikh Zayed
Apartment,440000,3,2,144,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3000000,2,1,73,No,5,Cash or Installment,Finished,Madinaty
Apartment,1500000,3,2,150,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,4680000,2,3,158,Unknown,12,Installment,Semi Finished,October Plaza Sodic
Duplex,900000,5,3,280,No,12,Cash,Not Finished,Badr City
Apartment,500000,3,3,181,No,12,Cash or Installment,Finished,Al Maqsad
Apartment,2240000,3,3,224,No,3,Installment,Semi Finished,6th of October
Apartment,570000,3,2,165,Unknown,3,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,8600000,4,3,203,Unknown,3,Unknown,Unknown ,Sheikh Zayed
Apartment,1448095,2,1,99,No,3,Installment,Semi Finished,Maadi V
Apartment,300000,3,1,120,No,5,Cash,Finished,Agami
Apartment,1400000,3,3,138,Unknown,2,Cash or Installment,Core & Shell,Hadayek 6th of October
Apartment,5050000,2,2,157,No,1,Cash or Installment,Unknown ,October Plaza Sodic
Apartment,2858000,3,3,185,Unknown,3,Cash or Installment,Finished,New Capital City
Duplex,4000000,2,3,135,Unknown,3,Installment,Semi Finished,Mountain View iCity
Apartment,1100000,3,2,165,Unknown,5,Cash,Semi Finished,Mokattam
Studio,1236000,1,1,60,No,13,Unknown,Semi Finished,Kenz
Penthouse,1000000,4,3,231,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,3700000,2,2,130,No,2,Cash or Installment,Unknown ,El Khamayel
Apartment,16000000,4,4,405,Yes,11,Cash,Finished,Maadi
Apartment,1440000,3,2,175,No,2,Cash,Finished,Hadayek al-Ahram
Apartment,1300000,2,1,115,No,8,Cash,Not Finished,One Kattameya
Penthouse,3750000,3,3,171.35,No,5,Cash,Unknown ,New Cairo - El Tagamoa
Apartment,790000,3,3,133,No,5,Installment,Finished,Madinaty
Apartment,450000,3,2,128,No,6,Cash or Installment,Semi Finished,Rehab City
Apartment,1628000,2,1,110,No,3,Cash or Installment,Semi Finished,Sarayat El Kattameya
Penthouse,11000000,4,4,276,Unknown,2,Cash,Finished,6th of October
Apartment,5158000,3,3,168,No,3,Cash or Installment,Finished,Atika
Apartment,3500000,3,3,196,No,1,Cash,Semi Finished,6th of October
Apartment,1350000,3,3,190,No,2,Cash or Installment,Semi Finished,Hadayek 6th of October
Apartment,1600000,3,2,135,Unknown,3,Unknown,Finished,Trio Gardens
Apartment,7000000,3,3,185,Unknown,5,Unknown,Unknown ,Eastown
Apartment,4500000,3,3,155,No,3,Cash,Finished,Rehab City
Apartment,1600000,3,2,170,No,9,Cash,Semi Finished,Nasr City
Duplex,9000000,3,3,200,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,7100000,3,3,260,No,1,Cash,Unknown ,Madinaty
Apartment,950000,3,3,180,No,3,Cash or Installment,Finished,Fifth Square
Apartment,670000,3,2,136,Unknown,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,3100000,3,2,155,No,1,Cash,Semi Finished,Mountain View iCity
Apartment,4300000,3,3,189,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,590000,2,2,110,Unknown,4,Cash,Semi Finished,Hadayek al-Ahram
Apartment,7706883,2,3,171,No,12,Cash or Installment,Finished,Badya Palm Hills
Apartment,2170000,3,3,207,No,2,Installment,Core & Shell,6th of October
Apartment,2081500,3,3,181,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3052000,3,3,207,No,4,Installment,Semi Finished,New Capital City
Penthouse,690000,3,3,204,No,4,Cash or Installment,Finished,Sun Capital
Apartment,2300000,3,2,200,No,7,Cash or Installment,Finished,Sidi Beshr
Apartment,7000000,3,3,236,Unknown,2,Cash,Finished,6th of October
Apartment,1100000,3,1,145,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,3500000,3,1,145,No,6,Cash,Finished,Cleopatra
Apartment,1500000,3,2,130,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1800000,3,3,180,No,3,Installment,Semi Finished,Sheikh Zayed
Apartment,2800000,3,3,157,No,10,Cash,Finished,Laurent
Apartment,813200,2,2,107,No,3,Cash or Installment,Semi Finished,New Heliopolis
Apartment,1400000,2,1,95,Unknown,3,Installment,Semi Finished,Maadi
Apartment,5500000,4,3,235,No,8,Cash,Unknown ,Smoha
Apartment,2805000,3,2,165,No,3,Cash,Not Finished,Mohandessin
Penthouse,5377716,3,3,153,No,13,Installment,Semi Finished,Jayd
Apartment,817000,3,2,110,No,12,Cash,Semi Finished,Baet El Masria
Apartment,580000,2,2,133,Unknown,12,Installment,Unknown ,Galleria
Apartment,10000000,3,4,400,Yes,3,Cash,Finished,Saba Pasha
Apartment,2688000,3,2,275,No,12,Cash or Installment,Not Finished,EL Patio Casa
Apartment,1350000,2,1,135,Unknown,11,Cash,Unknown ,Sidi Beshr
Apartment,4000000,2,2,105,No,2,Installment,Unknown ,Mountain View iCity
Penthouse,650000,3,3,170,Unknown,3,Cash or Installment,Unknown ,Mountain View Chillout Park
Apartment,5500000,4,2,243,No,8,Cash,Finished,Smoha
Apartment,2300000,4,3,186,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3650000,2,2,125,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,1650000,3,2,160,No,3,Cash,Finished,6th of October
Apartment,100000,3,2,196,Unknown,2,Cash or Installment,Unknown ,Badya Palm Hills
Apartment,4000000,3,3,170,No,3,Cash,Semi Finished,Mountain View iCity
Apartment,8500000,3,3,140,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,5800000,3,3,265,No,3,Cash,Finished,Zayed Regency
Apartment,400000,3,2,150,No,3,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,7250000,3,3,195,Unknown,2,Cash,Finished,Sodic Westown
Apartment,1046000,3,2,140,Unknown,2,Installment,Unknown ,Madinaty
Apartment,1400000,2,1,120,No,2,Cash,Finished,New Cairo - El Tagamoa
Apartment,3661000,3,2,165,No,1,Cash or Installment,Core & Shell,Mostakbal City
Apartment,8114960,3,3,195,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,4135000,3,3,190,No,5,Cash or Installment,Finished,Sidi Beshr
Duplex,5000000,5,5,,No,5,Cash,Finished,Mokattam
Apartment,3950102,3,3,175,No,2,Cash or Installment,Semi Finished,New Capital City
Apartment,3750000,2,3,158,No,1,Cash,Not Finished,October Plaza Sodic
Apartment,6100000,2,2,142,Unknown,3,Cash,Unknown ,Lake view Residence
Apartment,430000,3,2,140,No,3,Cash,Finished,Nakheel
Apartment,1450000,3,2,165,No,2,Cash,Finished,Helmeyat El Zaytoun
Apartment,10250000,3,3,210,Unknown,2,Cash,Finished,Lake view Residence
Apartment,5180000,3,3,185,No,4,Cash,Finished,Smoha
Apartment,1880000,2,2,115,No,12,Installment,Core & Shell,Mountain View iCity
Apartment,4400000,3,2,112,No,12,Cash,Finished,Rehab City
Apartment,1300000,3,2,135,No,11,Cash,Finished,Glim
Apartment,1900000,3,1,115,No,11,Cash,Unknown ,Saba Pasha
Apartment,970000,2,1,100,No,11,Cash,Finished,Sidi Beshr
Apartment,4200000,3,3,150,No,2,Installment,Unknown ,Sun Capital
Apartment,4869900,2,3,138,No,12,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,1837000,3,3,175,No,3,Cash or Installment,Semi Finished,6th of October
Duplex,2500000,3,2,200,No,12,Cash,Semi Finished,Sheikh Zayed
Apartment,1120000,3,3,138,Unknown,2,Cash or Installment,Core & Shell,2020 Compound
Apartment,900000,3,1,147,No,2,Cash,Finished,Haram
Apartment,3700000,2,2,127,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,750000,2,1,63,No,2,Cash,Finished,Italian Square
Duplex,9975000,3,4,275,Unknown,2,Installment,Unknown ,Mountain View Hyde Park
Apartment,400000,3,2,165,Unknown,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1700000,2,1,80,Unknown,5,Cash,Finished,Hadayek 6th of October
Apartment,1540000,3,3,175,No,2,Unknown,Semi Finished,Roses
Apartment,280000,3,2,140,Unknown,2,Cash or Installment,Unknown ,Mostakbal City
Penthouse,2530000,3,3,170,No,4,Installment,Semi Finished,Mountain View iCity
Apartment,5460000,3,2,149,No,2,Installment,Finished,Village West
Apartment,7600000,3,3,156,No,3,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,420000,2,1,126,No,2,Installment,Finished,Sun Capital
Duplex,3200000,2,3,230,No,6,Cash,Finished,Raml Station
Apartment,3000000,2,1,100,Yes,1,Cash,Finished,Maamoura
Apartment,6063977,3,4,179,No,2,Cash,Finished,O West
Apartment,415000,3,2,155,No,5,Cash or Installment,Semi Finished,New Capital City
Apartment,4500000,2,2,137,No,2,Cash or Installment,Not Finished,Mostakbal City
Apartment,3950000,3,2,195,Unknown,6,Cash,Finished,Roushdy
Apartment,310000,2,1,120,No,2,Cash or Installment,Finished,Nakheel
Apartment,565000,3,2,109,Unknown,12,Cash or Installment,Finished,Madinaty
Apartment,,3,3,171,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,1650000,2,1,50,Yes,4,Cash,Finished,Maamoura
Apartment,700000,3,1,150,No,2,Cash or Installment,Finished,Nakheel
Apartment,4600000,3,3,170,No,3,Cash,Semi Finished,Mountain View iCity
Apartment,2500000,3,1,145,Unknown,2,Cash,Finished,Sheikh Zayed
Apartment,1450000,2,1,96,No,1,Cash,Finished,Smoha
Apartment,2652000,3,2,155,Unknown,3,Cash or Installment,Semi Finished,Floria
Apartment,350000,3,1,80,No,11,Cash,Finished,Moneeb
Apartment,600000,4,3,220,No,3,Installment,Semi Finished,Stone Residence
Apartment,1550000,3,2,155,Unknown,2,Cash or Installment,Semi Finished,6th of October
Apartment,6825000,4,4,234,No,2,Cash,Semi Finished,6th of October
Apartment,2850000,3,3,220,Unknown,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1859000,3,2,169,No,1,Cash or Installment,Semi Finished,Beit Al Watan
Penthouse,4600000,3,3,269,No,2,Cash,Semi Finished,6th of October
Apartment,15200000,3,3,222,No,3,Cash,Finished,Uptown Cairo
Apartment,4223000,2,2,151,No,12,Installment,Semi Finished,6th of October
Apartment,3000000,3,2,133,No,5,Cash,Not Finished,Madinaty
Apartment,2000000,3,2,190,No,2,Cash,Finished,Obour City
Duplex,5300000,4,4,234,Unknown,12,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Duplex,5000003,3,3,299,Unknown,12,Unknown,Finished,New Cairo - El Tagamoa
Apartment,670000,2,1,70,No,4,Cash,Finished,New Cairo - El Tagamoa
Apartment,6000000,2,3,158,No,1,Cash,Unknown ,October Plaza Sodic
Apartment,1100000,3,2,155,No,2,Cash or Installment,Not Finished,Hadayek 6th of October
Apartment,1029000,3,3,163,No,1,Cash or Installment,Finished,Village West
Duplex,820000,4,3,265,Unknown,12,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,3000000,4,2,140,Yes,2,Installment,Finished,Sheikh Zayed
Apartment,870000,3,3,134,No,1,Cash or Installment,Finished,Madinaty
Apartment,1320000,2,1,130,No,6,Cash,Finished,Sidi Beshr
Apartment,2030000,3,3,145,Unknown,2,Unknown,Semi Finished,Mountain View iCity
Apartment,5556600,3,3,168,No,3,Cash or Installment,Core & Shell,Badya Palm Hills
Studio,1779000,1,1,74,No,13,Cash or Installment,Semi Finished,Kenz
Penthouse,6500000,3,3,220,No,1,Installment,Semi Finished,Sheikh Zayed
Apartment,2200000,3,3,220,No,3,Cash,Finished,New Cairo - El Tagamoa
Apartment,870000,3,1,160,No,7,Cash,Not Finished,Victoria
Duplex,1850000,3,2,190,No,1,Cash,Finished,El Fardous
Apartment,6801000,3,2,163,No,1,Cash or Installment,Finished,Village West
Apartment,1500000,2,2,133,No,12,Cash,Finished,6th of October
Apartment,5500000,3,3,155,No,12,Cash,Finished,Rehab City
Apartment,4110096,2,2,135,Unknown,2,Installment,Semi Finished,Taj City
Apartment,800000,4,3,209,Unknown,3,Cash or Installment,Finished,New Cairo - El Tagamoa
