Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,3350000,4,3,245,No,2,Cash or Installment,Semi Finished,Kenz
Apartment,4378461,2,2,110,No,4,Cash or Installment,Unknown ,Mountain View iCity
Apartment,1500000,3,3,245,Unknown,3,Cash or Installment,Semi Finished,Sheikh Zayed
Duplex,750000,3,3,400,Unknown,5,Cash,Finished,Nakheel
Apartment,2800000,2,3,165,No,2,Cash,Semi Finished,Capital Gardens
Apartment,2250000,2,1,110,No,2,Cash,Finished,Smoha
Apartment,1400000,3,3,138,Unknown,2,Cash or Installment,Core & Shell,Hadayek 6th of October
Penthouse,6620000,4,3,220,Unknown,3,Installment,Semi Finished,Stone Residence
Apartment,505000,3,2,131,No,12,Cash or Installment,Finished,6th of October
Apartment,850000,3,2,145,No,2,Cash or Installment,Finished,New Capital City
Apartment,175000,1,1,80,Yes,1,Cash,Finished,Agami
Apartment,3000000,6,4,300,No,7,Cash,Finished,Glim
Apartment,6500000,3,3,145,Unknown,3,Unknown,Unknown ,Sheikh Zayed
Apartment,932000,3,2,179,No,3,Cash or Installment,Unknown ,Valore Sheraton
Apartment,2800000,2,2,150,No,11,Cash,Finished,Sidi Beshr
Apartment,250000,2,1,120,Unknown,2,Cash or Installment,Unknown ,Mostakbal City
Apartment,1200000,3,3,200,No,12,Cash,Semi Finished,Obour City
Apartment,4250000,3,2,171,No,3,Cash,Finished,Rehab City
Apartment,1650000,3,2,200,No,12,Cash or Installment,Semi Finished,Obour City
Apartment,900000,2,2,96,No,1,Installment,Finished,Madinaty
Apartment,9000000,2,2,156,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,850000,2,1,130,No,3,Cash,Finished,Gesr Al Suez
Apartment,470000,3,1,115,Unknown,6,Cash,Finished,Nakheel
Apartment,1285538,3,3,190,Unknown,12,Cash or Installment,Semi Finished,Village West
Apartment,1995000,3,3,210,No,1,Installment,Semi Finished,Sheikh Zayed
Apartment,680000,3,2,150,No,3,Cash or Installment,Finished,Nakheel
Apartment,357000,2,1,108,Unknown,2,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,2650000,3,2,180,No,1,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,750000,3,1,95,No,3,Cash,Finished,Helmeya al-Gadeda
Apartment,418000,3,3,150,No,3,Cash or Installment,Finished,O West
Apartment,1800000,3,3,154,No,12,Cash or Installment,Finished,Fifth Square
Apartment,2900000,3,2,171,Unknown,1,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,830000,3,3,166,Unknown,1,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1500000,3,2,221,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,6000000,4,3,245,No,2,Cash,Finished,Madinaty
Apartment,5326200,2,2,127,Unknown,1,Installment,Finished,Badya Palm Hills
Apartment,5200000,3,3,260,Unknown,6,Cash,Unknown ,Laurent
Apartment,5000000,3,3,182,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Duplex,2137000,4,3,280,No,12,Cash or Installment,Finished,Trio Gardens
Apartment,1050000,3,2,145,Unknown,3,Cash or Installment,Semi Finished,6th of October
Duplex,6000000,4,4,256,No,3,Cash,Finished,Maadi View
Apartment,651000,3,2,152,Unknown,2,Cash or Installment,Unknown ,6th of October
Apartment,2916050,3,3,180,No,3,Cash or Installment,Not Finished,Tala
Apartment,1800000,3,2,200,No,3,Installment,Semi Finished,6th of October
Apartment,2300000,3,2,143,No,1,Cash,Finished,El Khamayel
Apartment,450000,3,1,100,No,9,Cash,Finished,Maamoura
Apartment,7000000,3,3,185,Unknown,5,Unknown,Unknown ,Eastown
Apartment,950000,3,2,135,No,3,Cash,Finished,Badr City
Apartment,3300000,3,2,150,No,1,Cash or Installment,Unknown ,6th of October
Apartment,3500000,3,2,140,No,1,Cash,Finished,Madinaty
Apartment,8000000,4,3,250,Unknown,4,Unknown,Unknown ,Moharam Bik
Apartment,4600000,3,3,150,Unknown,3,Unknown,Unknown ,IL Bosco City
Apartment,450000,2,1,115,Unknown,2,Unknown,Finished,Nakheel
Apartment,2200000,3,1,150,No,3,Cash,Finished,Smoha
Apartment,406000,2,1,78,Unknown,4,Installment,Finished,Madinaty
Apartment,2150000,3,3,140,Unknown,12,Cash,Unknown ,6th of October
Apartment,2800000,3,3,230,No,9,Cash,Finished,Dokki
Duplex,5850000,3,3,330,Yes,6,Cash,Finished,Mohandessin
Apartment,4000000,3,2,260,No,10,Cash,Finished,Dokki
Apartment,2070000,4,3,180,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,2600000,3,2,240,No,12,Cash or Installment,Semi Finished,Shorouk City
Apartment,1040000,2,1,92,No,3,Installment,Finished,New Heliopolis
Apartment,2700000,2,2,100,No,1,Cash or Installment,Core & Shell,6th of October
Apartment,5000000,3,3,186,No,12,Installment,Core & Shell,Zayed Dunes
Apartment,1400000,3,2,180,No,3,Cash,Finished,Hadayek al-Ahram
Apartment,475000,3,3,180,Unknown,2,Cash or Installment,Finished,Fifth Square
Apartment,3050000,3,2,130,No,2,Cash,Semi Finished,Sidi Gaber
Apartment,1500000,2,1,100,No,3,Cash,Finished,Smoha
Apartment,470000,3,2,173,No,2,Cash or Installment,Semi Finished,O West
Apartment,2800000,2,3,145,No,11,Cash,Finished,Saba Pasha
Duplex,5000000,3,3,300,Unknown,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,3800000,3,3,163,No,3,Cash or Installment,Finished,Al Maqsad
Penthouse,4732000,3,2,120,Unknown,1,Cash or Installment,Finished,Sheikh Zayed
Apartment,750000,3,2,120,No,3,Cash,Finished,Badr City
Apartment,500000,3,2,140,No,3,Cash or Installment,Finished,Shorouk City
Duplex,1200000,4,3,355,No,12,Cash or Installment,Unknown ,Trio Gardens
Apartment,2050000,2,1,100,No,3,Cash,Finished,Sheikh Zayed
Apartment,850000,4,3,213,Unknown,3,Cash or Installment,Unknown ,Al Maqsad
Apartment,4100000,4,3,202,Unknown,12,Installment,Semi Finished,6th of October
Apartment,590000,3,1,140,No,1,Cash,Finished,Nakheel
Apartment,13000000,3,3,231,Unknown,2,Unknown,Unknown ,Mivida
Apartment,288000,3,1,85,No,1,Cash,Finished,Dekheila
Apartment,2700000,2,2,96,Unknown,5,Cash,Finished,Madinaty
Apartment,212900,2,1,111,Unknown,2,Cash or Installment,Finished,New Capital City
Apartment,1664000,1,1,93,No,1,Installment,Unknown ,Haptown
Apartment,6950000,3,3,200,No,6,Cash,Finished,Madinaty
Apartment,2475000,2,1,107,No,1,Cash,Finished,Madinaty
Duplex,6000000,4,4,442,No,12,Cash,Semi Finished,Alma
Duplex,8600000,4,2,285,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,4750000,3,2,130,No,1,Cash or Installment,Finished,Kayan
Apartment,210000,3,3,179,No,1,Cash or Installment,Finished,Al Maqsad
Duplex,3000000,5,4,400,No,12,Cash,Not Finished,Sheikh Zayed
Apartment,971236,3,3,175,Unknown,2,Installment,Semi Finished,Sheraton
Apartment,850000,3,2,150,No,11,Cash,Unknown ,Haram
Apartment,1600000,3,1,125,No,3,Cash,Finished,Nasr City
Apartment,7000000,2,3,156,Unknown,2,Unknown,Unknown ,Eastown
Apartment,740000,3,3,167,Unknown,1,Cash or Installment,Finished,Badya Palm Hills
Apartment,1400000,4,2,135,No,13,Cash,Finished,Al Ibrahimiyyah
Apartment,800000,3,2,202,No,6,Installment,Finished,Haram
Apartment,5500000,3,3,245,No,7,Cash,Unknown ,Smoha
Apartment,2600000,2,1,107,No,2,Cash,Finished,Madinaty
Apartment,6379117,3,3,136,No,12,Installment,Semi Finished,AZAD
Apartment,3718000,1,1,55,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,1000000,3,2,155,No,3,Cash or Installment,Finished,Swan Lake
Apartment,915000,2,2,89,No,12,Cash or Installment,Finished,Madinaty
Penthouse,5000000,4,4,220,Unknown,3,Unknown,Unknown ,Stone Residence
Apartment,10000000,3,3,190,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,600000,3,2,180,Unknown,2,Unknown,Unknown ,Hadayek 6th of October
Apartment,8600000,3,3,190,Unknown,5,Unknown,Unknown ,Sheikh Zayed
Penthouse,5000000,3,3,220,No,5,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2200000,3,2,155,No,2,Cash or Installment,Semi Finished,New Capital City
Apartment,1420000,2,1,92,No,12,Installment,Finished,Rehab City
Apartment,600000,2,1,90,No,11,Cash,Finished,Dar al-Salaam
Apartment,2100000,3,2,136,No,5,Installment,Finished,New Capital City
Apartment,350000,2,1,110,No,1,Cash or Installment,Finished,Nakheel
Apartment,950000,3,2,117,No,3,Cash,Finished,Sidi Beshr
Apartment,1000000,4,2,190,Unknown,2,Cash or Installment,Unknown ,Green Square
Apartment,2330932,2,2,137,No,2,Cash or Installment,Finished,Al Maqsad
Studio,250000,1,1,53,No,1,Cash,Finished,Nakheel
Apartment,250000,2,2,100,Unknown,1,Cash or Installment,Finished,Mostakbal City
Apartment,3200000,2,2,135,No,5,Cash,Semi Finished,Hyde Park New Cairo
Apartment,1000000,2,2,131,Unknown,1,Installment,Semi Finished,New Cairo - El Tagamoa
Duplex,884000,3,3,262,No,1,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,3753000,2,2,130,No,1,Installment,Core & Shell,Bloomfields
Apartment,1750000,3,2,135,Yes,3,Cash,Finished,Montazah
Duplex,6400000,4,4,272,Unknown,12,Unknown,Unknown ,6th of October
Apartment,1000000,3,2,160,No,6,Cash or Installment,Finished,ZED Towers
Apartment,450000,2,2,135,No,12,Cash or Installment,Not Finished,Bloomfields
Apartment,1740000,3,3,140,No,13,Cash or Installment,Finished,Kayan
Apartment,750000,3,3,135,No,2,Installment,Not Finished,Badr City
Apartment,835650,3,3,206,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1775000,3,3,226,No,2,Installment,Unknown ,Palm Hills New Cairo
Apartment,990000,3,2,154,Unknown,2,Cash or Installment,Finished,O West
Apartment,8200000,3,3,225,Unknown,12,Cash,Finished,Mountain View iCity
Apartment,5600000,3,3,220,No,1,Cash,Finished,Jewar
Apartment,5500000,3,3,192,Unknown,2,Cash,Unknown ,Hyde Park New Cairo
Apartment,3500000,3,3,165,No,1,Cash,Semi Finished,Mountain View iCity
Apartment,2700000,3,2,185,Yes,1,Cash,Finished,Sheikh Zayed
Apartment,1605000,2,1,84,No,3,Cash,Finished,Madinaty
Apartment,1340210,2,2,116,No,6,Installment,Semi Finished,Golden Park
Duplex,2500000,4,3,215,No,2,Cash or Installment,Not Finished,Mountain View - October Park
Apartment,6800000,3,3,217,No,4,Cash,Finished,Camp Caesar
Penthouse,1135000,3,2,135,No,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,7000000,3,3,175,No,12,Installment,Finished,Village West
Apartment,1350000,3,2,200,No,3,Cash,Not Finished,Creek Park
Apartment,5074000,3,3,175,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,4290000,2,2,130,No,1,Cash or Installment,Semi Finished,VYE Sodic
Duplex,3800000,4,3,235,Unknown,12,Unknown,Unknown ,Mountain View iCity
Apartment,2000000,4,2,200,No,7,Cash,Finished,Kafr Abdo
Apartment,4250000,3,3,191,No,2,Cash,Finished,Amorada
Apartment,1450000,3,3,250,No,3,Cash or Installment,Finished,New Cairo - El Tagamoa
Duplex,1635000,3,3,292,No,12,Cash,Semi Finished,Shorouk City
Apartment,800000,3,2,150,No,12,Cash or Installment,Finished,Sodic East
Apartment,4000000,3,3,145,No,2,Cash or Installment,Semi Finished,Sun Capital
Apartment,2100000,2,2,100,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,488000,3,2,175,Unknown,1,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,4200000,4,3,200,No,12,Cash,Semi Finished,Stone Residence
Apartment,3878235,2,2,130,No,12,Cash or Installment,Semi Finished,Sarai
Apartment,6000000,3,3,165,No,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1300000,2,2,120,No,2,Cash,Finished,Mohandessin
Apartment,2259000,3,3,196,Unknown,12,Cash or Installment,Unknown ,Rock Eden
Apartment,295000,2,1,120,No,7,Cash,Finished,Nakheel
Apartment,2600000,3,1,180,No,10,Unknown,Finished,Faisal
Apartment,5100000,3,3,164,No,3,Cash or Installment,Core & Shell,6th of October
Apartment,570000,4,1,200,No,2,Cash,Finished,Boulaq Dakrour
Apartment,3100000,3,1,100,No,4,Cash or Installment,Finished,Eco West
Apartment,4000000,3,3,148,No,2,Cash or Installment,Semi Finished,The Brooks
Apartment,370000,3,2,160,Unknown,2,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1350000,2,2,118,No,9,Cash,Finished,Nasr City
Apartment,2350000,3,2,180,No,8,Cash,Finished,Smoha
Apartment,6345800,3,3,229,No,2,Cash or Installment,Semi Finished,The Loft
Apartment,550000,1,1,70,No,11,Cash,Finished,Seyouf
Apartment,6200000,3,3,240,No,2,Cash,Finished,Gharb Golf
Apartment,4300000,3,3,170,No,2,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2300000,2,1,150,Yes,11,Cash,Finished,Heliopolis
Apartment,2700000,3,3,200,No,1,Cash,Finished,Garden Hills
Penthouse,4100000,4,4,222,Unknown,5,Cash,Unknown ,Badya Palm Hills
Apartment,750000,2,1,90,Unknown,1,Cash,Finished,Moharam Bik
Apartment,540000,2,1,120,Unknown,4,Cash,Finished,Nakheel
Apartment,5500000,3,3,165,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,3,2,145,No,5,Cash,Finished,6th of October
Apartment,3800000,3,3,225,Yes,1,Cash,Finished,6th of October
Apartment,650000,3,2,170,No,3,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,790000,3,3,133,No,5,Installment,Finished,Madinaty
Apartment,1550000,2,1,135,No,1,Cash,Finished,Sheikh Zayed
Apartment,2250000,3,3,165,No,3,Cash,Semi Finished,Katameya
Apartment,170000,3,2,162,Unknown,2,Cash or Installment,Unknown ,Mostakbal City
Apartment,4847000,3,3,131,No,2,Installment,Unknown ,Sheikh Zayed
Apartment,1150000,3,1,109,Unknown,12,Cash,Finished,6th of October
Apartment,360000,2,1,90,Unknown,4,Cash,Finished,Nakheel
Apartment,2100000,2,1,135,No,12,Cash,Finished,Sheikh Zayed
Apartment,2677000,3,2,157,Unknown,4,Cash or Installment,Semi Finished,Shubra
Apartment,5588154,3,2,170,Unknown,2,Installment,Unknown ,Mountain View iCity
Duplex,6336000,3,2,250,No,12,Cash,Semi Finished,Sheikh Zayed
Apartment,6029003,3,3,224,No,3,Installment,Core & Shell,Vinci
Apartment,500000,3,2,151,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Penthouse,12900000,4,4,200,Unknown,2,Unknown,Unknown ,The Estates
Apartment,750000,3,2,195,No,6,Installment,Finished,Haram
Apartment,1773000,3,3,197,No,3,Cash or Installment,Core & Shell,Sheikh Zayed
Duplex,13000000,4,3,200,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,2500000,3,1,150,No,11,Cash,Finished,Sidi Beshr
Apartment,2200000,3,3,192,Unknown,1,Cash or Installment,Unknown ,6th of October
Duplex,1700000,4,3,330,No,12,Cash or Installment,Finished,Hadayek 6th of October
Apartment,1562000,3,2,156,No,3,Cash or Installment,Semi Finished,New Capital City
Apartment,4500000,3,2,131,No,2,Cash or Installment,Finished,Beverly Hills
Apartment,2500000,3,3,200,No,2,Cash or Installment,Finished,Madinaty
Duplex,2800000,3,3,400,No,3,Cash,Semi Finished,Sheikh Zayed
Duplex,220000,1,1,120,No,5,Cash,Finished,Nakheel
Apartment,6945858,3,3,170,No,2,Installment,Finished,Palm Parks
Apartment,310000,2,1,90,No,4,Cash,Finished,Nakheel
Apartment,575000,2,1,100,Unknown,11,Cash,Finished,Sidi Beshr
Apartment,2600000,3,2,145,No,7,Cash,Finished,Montazah
Apartment,1150000,2,2,95,No,2,Cash or Installment,Unknown ,Maamoura
Apartment,4977000,3,3,158,Unknown,2,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,1325000,2,2,115,No,6,Cash,Finished,Heliopolis
Duplex,540000,2,1,260,No,5,Cash,Finished,Nakheel
Apartment,2500000,1,2,85,No,2,Installment,Semi Finished,6th of October
Apartment,525000,3,2,125,Unknown,2,Cash or Installment,Finished,Nakheel
Studio,1292000,1,1,57,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3600000,3,3,165,Unknown,1,Unknown,Unknown ,Green Square
Apartment,835000,3,2,168,Unknown,5,Unknown,Finished,Sheikh Zayed
Apartment,3320000,2,2,133,No,8,Cash or Installment,Semi Finished,Borg al-Arab
Apartment,450000,2,1,72,No,2,Cash,Finished,Gesr Al Suez
Studio,3000000,8,8,288,No,12,Cash,Finished,6th of October
Apartment,8000000,3,3,189,Unknown,2,Unknown,Unknown ,Mountain View Hyde Park
Apartment,310000,3,2,120,No,2,Cash or Installment,Not Finished,Madinaty
Apartment,500000,2,1,70,No,12,Cash,Finished,Sidi Beshr
Apartment,850000,2,1,130,Yes,1,Cash,Finished,Faisal
Apartment,3600000,2,2,133,No,2,Cash,Semi Finished,Mountain View Hyde Park
Apartment,2600000,3,2,150,Unknown,3,Installment,Finished,New Capital City
Apartment,343600,2,1,88,Unknown,12,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,3000000,2,2,103,No,2,Unknown,Not Finished,Hadayek 6th of October
Apartment,4200000,3,3,145,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,5400000,3,3,187,No,2,Cash or Installment,Core & Shell,6th of October
Apartment,2325000,3,2,155,No,1,Cash,Finished,Sarayat El Kattameya
Apartment,1600000,3,1,132,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,6672000,3,3,175,No,12,Installment,Semi Finished,Mountain View iCity
Apartment,650000,3,2,140,No,1,Cash,Semi Finished,Badr City
Apartment,6750900,4,3,216,Unknown,2,Installment,Semi Finished,Palm Hills New Cairo
Apartment,2600000,2,2,89,No,3,Cash,Finished,Madinaty
Apartment,6000000,3,2,150,No,1,Cash or Installment,Semi Finished,Jayd
Apartment,400000,3,2,130,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Penthouse,1100000,3,2,150,No,5,Cash,Semi Finished,Hadayek 6th of October
Apartment,5323500,3,3,170,Unknown,3,Unknown,Not Finished,Sheikh Zayed
Apartment,10400000,3,3,190,Unknown,1,Unknown,Unknown ,Sheikh Zayed
Apartment,1550000,2,2,140,No,4,Cash,Finished,6th of October
Apartment,760000,3,2,320,Unknown,4,Cash or Installment,Finished,Nakheel
Apartment,260000,2,1,70,Unknown,4,Cash,Finished,Nakheel
Duplex,1100000,4,3,270,Unknown,12,Cash,Unknown ,Hadayek 6th of October
Duplex,2800000,5,6,340,No,12,Cash or Installment,Core & Shell,Al Worood
Apartment,5400000,4,4,214,Unknown,2,Installment,Semi Finished,Palm Hills New Cairo
Duplex,5800000,4,4,198,No,13,Installment,Semi Finished,Galleria
Apartment,1779000,1,1,74,No,13,Cash or Installment,Semi Finished,Kenz
Apartment,1000000,3,3,154,Unknown,2,Cash or Installment,Unknown ,Mountain View Chillout Park
Duplex,3300000,3,3,279,Unknown,12,Cash or Installment,Unknown ,Mountain View Chillout Park
Apartment,1520000,3,3,169,Unknown,2,Installment,Unknown ,6th of October
Apartment,2600000,3,2,165,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,749750,3,3,175,No,5,Installment,Finished,Village West
Apartment,17879000,3,3,168,Unknown,2,Cash or Installment,Unknown ,6th of October
Duplex,750000,3,3,174,No,5,Cash,Unknown ,New Capital City
Apartment,4011000,3,3,170,Unknown,4,Installment,Core & Shell,Mountain View iCity
Apartment,8000000,3,2,164,No,2,Installment,Semi Finished,EL Patio ORO
Apartment,2200000,2,2,150,No,2,Cash,Finished,Smoha
Penthouse,3600000,3,3,120,Unknown,2,Unknown,Unknown ,ZED Towers
Apartment,5600000,3,2,160,No,2,Installment,Finished,Fifth Square
Apartment,4430000,2,2,117,No,2,Cash or Installment,Not Finished,Sheikh Zayed
Penthouse,3046000,4,3,190,No,6,Cash or Installment,Not Finished,Madinaty
Apartment,5235000,3,3,230,No,2,Cash or Installment,Finished,Etapa
Apartment,1080000,1,1,120,No,4,Cash,Not Finished,6th of October
Duplex,4250000,4,4,235,No,12,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,600000,2,1,85,No,2,Installment,Finished,Madinaty
Apartment,1600000,2,1,112,No,13,Cash,Finished,Smoha
Apartment,850000,2,1,120,No,3,Cash,Unknown ,6th of October
Apartment,1100000,3,2,184,No,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,6900000,3,3,200,Unknown,3,Unknown,Unknown ,Sheikh Zayed
Apartment,6743750,4,3,250,Unknown,4,Unknown,Unknown ,Moharam Bik
Apartment,1980000,3,3,150,No,6,Cash or Installment,Unknown ,Stau
Apartment,2987500,5,3,275,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,4500000,3,3,280,No,2,Cash,Semi Finished,Dokki
Apartment,1500000,3,2,145,No,1,Cash,Semi Finished,Andalus
Apartment,2659500,3,3,197,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1550000,2,1,82,No,1,Cash,Finished,6th of October
Apartment,2000000,2,2,96,No,3,Cash,Finished,6th of October
Apartment,3700000,3,3,236,No,7,Cash,Unknown ,Stanley
Apartment,4940000,4,4,230,No,4,Installment,Not Finished,New Cairo - El Tagamoa
Duplex,1200000,4,4,327,No,2,Installment,Finished,Taj City
Apartment,6800000,3,3,183,No,1,Cash,Finished,New Giza
Apartment,2310000,2,2,105,No,2,Installment,Not Finished,Sheikh Zayed
Apartment,6950000,2,3,160,Unknown,2,Installment,Unknown ,Sky Condos Sodic
Penthouse,9500000,7,3,287,Unknown,13,Unknown,Semi Finished,Villette
Apartment,500000,3,2,160,Unknown,12,Cash or Installment,Unknown ,6th of October
Apartment,406000,2,1,78,No,5,Installment,Finished,Madinaty
Apartment,1400000,3,1,140,No,6,Cash,Unknown ,Bahray - Anfoshy
Apartment,3250000,3,3,217,No,1,Cash or Installment,Semi Finished,6th of October
