Type,Price,Price Category,Bedrooms,Bathrooms,Area,Area Category,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,4260000,Greater Than Q3 ( 4100000 ) ,2,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,4663000,Greater Than Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,Taj City
Apartment,1600830,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,171,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Finished,Badya Palm Hills
Studio,1200000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,25,Less Than or Equal to Q1 ( 127  ) ,Yes,6,Cash or Installment,Finished,New Capital City
Apartment,3895000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,253,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Beit Al Watan
Apartment,2900010,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,1,74,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Semi Finished,Beverly Hills
Apartment,977920,Less Than or Equal to Q1 ( 1200000 ) ,4,4,252,Greater Than Q3 (  200  ) ,No,2,Installment,Finished,Badya Palm Hills
Apartment,6123701,Greater Than Q3 ( 4100000 ) ,2,3,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Badya Palm Hills
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,6th of October
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,178,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,AZAD
Apartment,2550000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,250,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,Shorouk City
Apartment,1115000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,169,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Semi Finished,Sheikh Zayed
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Madinaty
Apartment,710000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,177,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Finished,Badya Palm Hills
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,3,280,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,1930000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,99,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Semi Finished,Murooj
Apartment,420000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Finished,Nakheel
Apartment,746100,Less Than or Equal to Q1 ( 1200000 ) ,4,3,210,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,El Khamayel
Apartment,335000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,2,Installment,Finished,Nakheel
Apartment,420000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,Nakheel
Apartment,1776500,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,187,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,729000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Madinaty
Studio,2684766,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,1,80,Less Than or Equal to Q1 ( 127  ) ,No,2,Installment,Semi Finished,Taj City
Apartment,,Less Than or Equal to Q1 ( 1200000 ) ,3,3,146,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Core & Shell,Mountain View iCity
Apartment,1250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Installment,Finished,Badya Palm Hills
Apartment,1955000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,148,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,2507000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Not Finished,Mostakbal City
Apartment,1050000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,176,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Fifth Square
Apartment,6200000,Greater Than Q3 ( 4100000 ) ,4,5,400,Greater Than Q3 (  200  ) ,No,8,Cash,Finished,Dokki
Apartment,7300000,Greater Than Q3 ( 4100000 ) ,3,3,205,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Sodic Westown
Penthouse,6620000,Greater Than Q3 ( 4100000 ) ,4,4,220,Greater Than Q3 (  200  ) ,No,13,Cash or Installment,Semi Finished,Stone Residence
Apartment,6630000,Greater Than Q3 ( 4100000 ) ,4,4,180,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,500000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,230,Greater Than Q3 (  200  ) ,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,116,Less Than or Equal to Q1 ( 127  ) ,No,10,Cash,Finished,Sidi Gaber
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,217,Greater Than Q3 (  200  ) ,No,2,Cash,Semi Finished,6th of October
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Semi Finished,6th of October
Apartment,1650000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Roushdy
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,175,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2100350,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,102,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Semi Finished,Ashgar City
Apartment,1953000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,2700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,100,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Semi Finished,6th of October
Penthouse,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Rock Eden
Apartment,310000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,105,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Nakheel
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,4545650,Greater Than Q3 ( 4100000 ) ,4,3,234,Greater Than Q3 (  200  ) ,No,1,Installment,Semi Finished,6th of October
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,800000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,70,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,New Cairo - El Tagamoa
Apartment,6000000,Greater Than Q3 ( 4100000 ) ,3,3,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,1990000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,170,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Maadi
Apartment,1400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,195,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Badya Palm Hills
Apartment,1250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Sidi Beshr
Apartment,4052100,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,125.5,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Core & Shell,Badya Palm Hills
Apartment,740000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,74,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Finished,Madinaty
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,9,Cash,Finished,Heliopolis
Apartment,2700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,3,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Saba Pasha
Apartment,7100000,Greater Than Q3 ( 4100000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Finished,Fifth Square
Apartment,3570000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,230,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,Beit Al Watan
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,120,Less Than or Equal to Q1 ( 127  ) ,No,6,Cash,Finished,Moharam Bik
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,85,Less Than or Equal to Q1 ( 127  ) ,No,11,Cash,Finished,Al Ibrahimiyyah
Duplex,3138000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,290,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Dar Misr
Apartment,3100000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash,Finished,Smoha
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,248,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Asafra
Duplex,1050000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,260,Greater Than Q3 (  200  ) ,No,12,Cash,Not Finished,Hadayek 6th of October
Apartment,4800000,Greater Than Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,5222000,Greater Than Q3 ( 4100000 ) ,2,2,123,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Village West
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,168,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash,Finished,Smoha
Apartment,3200000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,281,Greater Than Q3 (  200  ) ,No,8,Cash,Finished,Terrace Smouha
Apartment,860000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Finished,Madinaty
Apartment,2376000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,176,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Penthouse,3600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,Yes,2,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,4420000,Greater Than Q3 ( 4100000 ) ,3,3,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,Sheikh Zayed
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,105,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,4520000,Greater Than Q3 ( 4100000 ) ,3,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,450000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,136,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1850000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Smoha
Apartment,3600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Al Manial
Apartment,6200000,Greater Than Q3 ( 4100000 ) ,3,3,198,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Rehab City
Duplex,6820000,Greater Than Q3 ( 4100000 ) ,3,2,272,Greater Than Q3 (  200  ) ,No,12,Cash,Semi Finished,ABHA
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,10,Cash,Finished,Smoha
Apartment,1950000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Glim
Apartment,806943,Less Than or Equal to Q1 ( 1200000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Finished,Badya Palm Hills
Duplex,1485000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,270,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,13000000,Greater Than Q3 ( 4100000 ) ,3,3,252,Greater Than Q3 (  200  ) ,No,2,Installment,Finished,Swan Lake
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Nasr City
Apartment,560000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,8,Installment,Finished,Haram
Apartment,4700000,Greater Than Q3 ( 4100000 ) ,3,3,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,El Khamayel
Apartment,1890000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash or Installment,Semi Finished,6th of October
Apartment,6000000,Greater Than Q3 ( 4100000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Semi Finished,Mountain View iCity
Apartment,2771000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,167,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Semi Finished,Kenz
Apartment,3910000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,161,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,5899550,Greater Than Q3 ( 4100000 ) ,3,3,146,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Finished,Capital Heights 2
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,Yes,5,Cash,Finished,New Cairo - El Tagamoa
Duplex,4500000,Greater Than Q3 ( 4100000 ) ,3,4,210,Greater Than Q3 (  200  ) ,Yes,4,Cash,Finished,Mohandessin
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,252,Greater Than Q3 (  200  ) ,No,8,Installment,Finished,Badya Palm Hills
Apartment,926200,Less Than or Equal to Q1 ( 1200000 ) ,4,3,210,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,360000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,115,Less Than or Equal to Q1 ( 127  ) ,No,8,Cash,Finished,Nakheel
Apartment,1169000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,85,Less Than or Equal to Q1 ( 127  ) ,No,2,Installment,Semi Finished,Sarayat El Kattameya
Apartment,295000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Nakheel
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,110,Less Than or Equal to Q1 ( 127  ) ,No,9,Cash,Finished,Giza District
Apartment,365000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,8,Cash or Installment,Finished,Nakheel
Apartment,8100000,Greater Than Q3 ( 4100000 ) ,4,3,235,Greater Than Q3 (  200  ) ,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,185,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,6th of October
Apartment,4680000,Greater Than Q3 ( 4100000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Installment,Finished,Moharam Bik
Apartment,850000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Finished,Obour City
Apartment,800000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,Badr City
Apartment,1400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Sheikh Zayed
Apartment,380000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,220,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,Nakheel
Apartment,900000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Core & Shell,Hadayek 6th of October
Apartment,362000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,139,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,Ashgar City
Studio,1475000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,64,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash or Installment,Not Finished,Taj City
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,169,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Finished,Al Maqsad
Apartment,5072000,Greater Than Q3 ( 4100000 ) ,3,4,199,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash or Installment,Semi Finished,Hyde Park New Cairo
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,8,Cash,Finished,Roushdy
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,240,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,6th of October
Studio,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,2,76,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,500000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Not Finished,Taj City
Apartment,2450000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,206,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,6th of October
Apartment,750000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,120,Less Than or Equal to Q1 ( 127  ) ,Yes,8,Cash,Finished,Agami
Apartment,5530000,Greater Than Q3 ( 4100000 ) ,2,2,112,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Finished,Sheikh Zayed
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Finished,Sheikh Zayed
Apartment,440000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,144,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,73,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash or Installment,Finished,Madinaty
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Duplex,900000,Less Than or Equal to Q1 ( 1200000 ) ,5,3,280,Greater Than Q3 (  200  ) ,No,12,Cash,Not Finished,Badr City
Apartment,500000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,181,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Al Maqsad
Apartment,2240000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,224,Greater Than Q3 (  200  ) ,No,3,Installment,Semi Finished,6th of October
Apartment,1448095,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,99,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Semi Finished,Maadi V
Apartment,300000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,120,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Agami
Penthouse,1000000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,231,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,16000000,Greater Than Q3 ( 4100000 ) ,4,4,405,Greater Than Q3 (  200  ) ,Yes,11,Cash,Finished,Maadi
Apartment,1440000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Hadayek al-Ahram
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,115,Less Than or Equal to Q1 ( 127  ) ,No,8,Cash,Not Finished,One Kattameya
Apartment,790000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,133,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,5,Installment,Finished,Madinaty
Apartment,450000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,128,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,6,Cash or Installment,Semi Finished,Rehab City
Apartment,1628000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Semi Finished,Sarayat El Kattameya
Apartment,5158000,Greater Than Q3 ( 4100000 ) ,3,3,168,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Atika
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Semi Finished,6th of October
Apartment,1350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Hadayek 6th of October
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Rehab City
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,9,Cash,Semi Finished,Nasr City
Apartment,950000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Fifth Square
Apartment,3100000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Semi Finished,Mountain View iCity
Apartment,4300000,Greater Than Q3 ( 4100000 ) ,3,3,189,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,7706883,Greater Than Q3 ( 4100000 ) ,2,3,171,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Badya Palm Hills
Apartment,2170000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,207,Greater Than Q3 (  200  ) ,No,2,Installment,Core & Shell,6th of October
Apartment,2081500,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,181,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3052000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,207,Greater Than Q3 (  200  ) ,No,4,Installment,Semi Finished,New Capital City
Penthouse,690000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,204,Greater Than Q3 (  200  ) ,No,4,Cash or Installment,Finished,Sun Capital
Apartment,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash or Installment,Finished,Sidi Beshr
