Type,Price,Price Category,Bedrooms,Bathrooms,Area,Area Category,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,2100000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,78,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Madinaty
Apartment,5750000,Greater Than Q3 ( 4100000 ) ,3,3,270,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,770000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,6th of October
Apartment,6500000,Greater Than Q3 ( 4100000 ) ,3,3,260,Greater Than Q3 (  200  ) ,No,8,Cash,Finished,Moharam Bik
Apartment,4938000,Greater Than Q3 ( 4100000 ) ,2,1,138,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Installment,Semi Finished,Sheikh Zayed
Apartment,3350000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Madinaty
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Helmeyat El Zaytoun
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,4,3,300,Greater Than Q3 (  200  ) ,No,6,Cash,Finished,Nasr City
Apartment,9500000,Greater Than Q3 ( 4100000 ) ,3,3,205,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,7,Cash,Finished,Moharam Bik
Apartment,3878000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,3,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,Sarai
Apartment,6850000,Greater Than Q3 ( 4100000 ) ,3,2,149,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Finished,O West
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,202,Greater Than Q3 (  200  ) ,No,6,Installment,Finished,Moharam Bik
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,78,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Madinaty
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Sheikh Zayed
Apartment,1540000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,171,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Finished,Badya Palm Hills
Studio,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,85,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Not Finished,New Cairo - El Tagamoa
Apartment,6765000,Greater Than Q3 ( 4100000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,2,Installment,Semi Finished,District 5 Compound
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Semi Finished,El Khamayel
Apartment,910000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Finished,6th of October
Apartment,2365000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,144,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Smoha
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,6,Cash,Not Finished,One Kattameya
Duplex,12000000,Greater Than Q3 ( 4100000 ) ,4,3,250,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Mivida
Apartment,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,Yes,6,Cash,Finished,Smoha
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,124,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Madinaty
Apartment,750000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,80,Less Than or Equal to Q1 ( 127  ) ,No,6,Cash,Finished,Sidi Beshr
Penthouse,2314000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Duplex,9940800,Greater Than Q3 ( 4100000 ) ,3,4,255,Greater Than Q3 (  200  ) ,No,4,Installment,Semi Finished,Mountain View 1
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,5,Cash,Finished,Hadayek 6th of October
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Cleopatra
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,168,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Semi Finished,El Khamayel
Apartment,5400000,Greater Than Q3 ( 4100000 ) ,4,4,380,Greater Than Q3 (  200  ) ,Yes,11,Cash,Finished,San Stefano
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,3,3,236,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,Aeon
Apartment,1550000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,83,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,6th of October
Apartment,365000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Agami
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2254000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,870000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Hadayek al-Ahram
Apartment,5365000,Greater Than Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,620000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,125,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Finished,Nakheel
Apartment,1100000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,84,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Apartment,825000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,147,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,Badr City
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,185,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Finished,El Fardous
Apartment,3350000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Madinaty
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Finished,Sheikh Zayed
Apartment,5800000,Greater Than Q3 ( 4100000 ) ,3,3,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,O West
Apartment,875000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,Badr City
Apartment,1400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,167,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,Nasr City
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,84,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Apartment,42512000,Greater Than Q3 ( 4100000 ) ,5,6,430,Greater Than Q3 (  200  ) ,No,11,Cash or Installment,Finished,Maadi
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,221,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,250,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,6th of October
Apartment,2959858,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,206,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,Venia
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,2,3,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Finished,Sheikh Zayed
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,1496000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,173,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Installment,Core & Shell,New Cairo - El Tagamoa
Duplex,3600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,5,3,430,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,6600000,Greater Than Q3 ( 4100000 ) ,3,3,300,Greater Than Q3 (  200  ) ,No,10,Cash,Not Finished,Smoha
Apartment,500000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,161,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Not Finished,Sarai
Apartment,6500000,Greater Than Q3 ( 4100000 ) ,3,3,250,Greater Than Q3 (  200  ) ,No,6,Cash,Finished,Madinaty
Apartment,1650000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Not Finished,One Kattameya
Penthouse,4200000,Greater Than Q3 ( 4100000 ) ,2,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Trio Gardens
Apartment,29800000,Greater Than Q3 ( 4100000 ) ,4,4,326,Greater Than Q3 (  200  ) ,No,4,Cash or Installment,Finished,Aeon
Apartment,500000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,191,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,New Capital City
Apartment,1250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,108,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3200000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,78,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Finished,Madinaty
Apartment,995000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Hadayek al-Ahram
Apartment,13065159,Greater Than Q3 ( 4100000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Semi Finished,Mivida
Apartment,3850000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,350,Greater Than Q3 (  200  ) ,No,2,Cash,Semi Finished,6th of October
Apartment,9629000,Greater Than Q3 ( 4100000 ) ,4,3,252,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Finished,Badya Palm Hills
Apartment,2058000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,740000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Finished,Nakheel
Apartment,1400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,230,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,6th of October
Duplex,5987573,Greater Than Q3 ( 4100000 ) ,3,3,234,Greater Than Q3 (  200  ) ,No,12,Installment,Core & Shell,Vinci
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Hadayek al-Ahram
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Finished,Madinaty
Apartment,1780000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,210,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,89,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Madinaty
Apartment,5100000,Greater Than Q3 ( 4100000 ) ,3,2,164,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,Andalus
Duplex,4500000,Greater Than Q3 ( 4100000 ) ,3,4,320,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Mirage City
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Montazah
Apartment,4260000,Greater Than Q3 ( 4100000 ) ,3,2,156,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Finished,Century City
Apartment,2780000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,205,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Beit Al Watan
Penthouse,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,235,Greater Than Q3 (  200  ) ,No,3,Cash,Semi Finished,Beta Greens
Apartment,1445000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,252,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Finished,Badya Palm Hills
Apartment,450000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,162,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Nakheel
Apartment,6000000,Greater Than Q3 ( 4100000 ) ,1,1,93,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Finished,Palm Parks
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,4,3,280,Greater Than Q3 (  200  ) ,No,10,Cash or Installment,Finished,Sporting
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,110,Less Than or Equal to Q1 ( 127  ) ,Yes,6,Cash,Finished,Smoha
Apartment,845000,Less Than or Equal to Q1 ( 1200000 ) ,4,4,203,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Finished,Village West
Apartment,140000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,35,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Schutz
Apartment,2700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Not Finished,Palm Hills New Cairo
Apartment,560000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,8,Installment,Finished,Haram
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,100,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Finished,New Heliopolis
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,146,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Not Finished,Smoha
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,Kanarya
Apartment,3600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,131,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Madinaty
Apartment,4822000,Greater Than Q3 ( 4100000 ) ,4,3,217,Greater Than Q3 (  200  ) ,No,8,Cash or Installment,Semi Finished,Borg al-Arab
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,Mountain View iCity
Apartment,2350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,220,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Hadayek al-Ahram
Apartment,3800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,163,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Finished,Al Maqsad
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Not Finished,Hexa
Apartment,850000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,13,Cash,Finished,Sidi Beshr
Apartment,2556000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,148,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,660000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,163,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Installment,Finished,Haram
Penthouse,11033000,Greater Than Q3 ( 4100000 ) ,4,3,208,Greater Than Q3 (  200  ) ,No,4,Installment,Finished,VYE Sodic
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,Mountain View iCity
Penthouse,6536723,Greater Than Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,4,2,250,Greater Than Q3 (  200  ) ,No,6,Cash,Finished,Glim
Duplex,600000,Less Than or Equal to Q1 ( 1200000 ) ,5,3,240,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,119,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Rehab City
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,Maadi
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Core & Shell,Sheikh Zayed
Apartment,2086500,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,197,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,2143000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,188,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Mandara
Apartment,955000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,131,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,5,Installment,Finished,Rehab City
Apartment,830000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,172,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,220,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1000000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Not Finished,Badr City
Apartment,604000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,116,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Finished,Madinaty
Apartment,375000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Finished,Nakheel
Apartment,830000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Core & Shell,Hadayek 6th of October
Apartment,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,165,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash,Finished,Sidi Beshr
Apartment,540000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,120,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Nakheel
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,170,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,1155000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,171,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Finished,Badya Palm Hills
Apartment,860000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,215,Greater Than Q3 (  200  ) ,No,5,Installment,Finished,Haram
Apartment,2310000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,6th of October
Penthouse,4500000,Greater Than Q3 ( 4100000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Tala
Duplex,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,500,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Sheikh Zayed
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,120,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Semi Finished,Mountain View iCity
Apartment,2429566,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,134,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Finished,Al Burouj
Apartment,810000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,107,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Hadayek al-Ahram
Duplex,1977684,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,306,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,Shorouk City
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Finished,Fifth Square
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Beverly Hills
Apartment,4305000,Greater Than Q3 ( 4100000 ) ,1,1,64,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Uptown Cairo
Apartment,1567000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,57,Less Than or Equal to Q1 ( 127  ) ,No,2,Installment,Not Finished,6th of October
Apartment,5721000,Greater Than Q3 ( 4100000 ) ,2,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Installment,Finished,Karma Kay
Apartment,3590000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,147,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Semi Finished,The Brooks
Duplex,6825000,Greater Than Q3 ( 4100000 ) ,3,3,245,Greater Than Q3 (  200  ) ,No,12,Cash,Semi Finished,Mountain View iCity
Apartment,7500000,Greater Than Q3 ( 4100000 ) ,3,3,198,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Sheikh Zayed
Apartment,2786000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,199,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Not Finished,Badr City
Apartment,3450000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Roushdy
Apartment,4200000,Greater Than Q3 ( 4100000 ) ,2,2,100,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Hyde Park New Cairo
Studio,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,1,75,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash or Installment,Not Finished,New Cairo - El Tagamoa
Apartment,780000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,171,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Badya Palm Hills
Apartment,7350000,Greater Than Q3 ( 4100000 ) ,2,3,183,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Finished,Sheikh Zayed
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,103,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Madinaty
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,Green Yard
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Maamoura
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,205,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,6th of October
Apartment,490000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,4,Cash or Installment,Not Finished,Bloomfields
Apartment,1400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,115,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Maamoura
Apartment,2700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Semi Finished,Ashgar City
Apartment,1567500,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,250000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,106,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Semi Finished,New Heliopolis
